JOB_TITLE,ROLE_NAME,RECRUITMENT_COUNT,LOCATIONS_NAME,COMPANY_LOCATION,CURRENT_EMPLOYEE_MIN,CURRENT_EMPLOYEE_MAX,LANGUAGES_NAME,TECH_STACKS,PROGRAMMING_LANGUAGES,SKILLS,TOTAL_WORK_HOURS,SALARY_MIN,SALARY_MAX,FIRST_WORKING_DAY_OF_WEEK,LAST_WORKING_DAY_OF_WEEK,WORK_ON_SATURDAY,WORK_ON_SUNDAY,EXPERIENCE_YEARS,DEADLINE,COMPANY_NAME,COMPANY_INDUSTRY,JOB_LEVEL,ACADEMIC_LEVEL,JOB_TYPE,COMPANY_URL,JOB_URL,DATE_CRAWL,LAYOUT_TYPE
THỰC TẬP SINH TƯ VẤN TRIỂN KHAI PHẦN MỀM,"['VIỆC LÀM IT', 'SALES IT PHẦN MỀM', 'CÔNG NGHỆ THÔNG TIN', 'KINH DOANH/BÁN HÀNG', 'SALES IT PHẦN MỀM KHÁC']",10,['CẦN THƠ'],['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],"['SEO', 'WEB DESIGN', 'APP', 'DATABASE CONCEPTS', 'WEB']",['PHP'],"['TRÁCH NHIỆM', 'CHĂM CHỈ', 'LÀM VIỆC ĐỘC LẬP', 'KỸ NĂNG GIẢI QUYẾT VẤN ĐỀ', 'NHIỆT TÌNH', 'KHẢ NĂNG HỌC HỎI', 'CHỦ ĐỘNG', 'TRUNG THỰC', 'LÀM VIỆC TRONG MÔI TRƯỜNG ÁP LỰC CAO', 'KỸ NĂNG GIAO TIẾP', 'LÀM VIỆC THEO NHÓM']",49.0,4000000.0,10000000.0,2,6,True,False,KHÔNG YÊU CẦU,31/12/2025,CÔNG TY TNHH TM VÀ DV NINA,IT - PHẦN MỀM,THỰC TẬP SINH,TRUNG CẤP TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-tm-va-dv-nina/6642.html,https://www.topcv.vn/viec-lam/thuc-tap-sinh-tu-van-trien-khai-phan-mem/1363993.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095997,09/12/2025 15:06:17,STANDARD
SENIOR FRONT END DEVELOPER (REACTJS/ENGLISH/SPFX),"['FRONTEND DEVELOPER', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT', 'SOFTWARE ENGINEERING']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['REACT', 'LESS', 'SPFX', 'REST API', 'XML', 'SHAREPOINT', 'BOWER', 'SASS/SCSS', 'JSON', 'CSS3', 'GRUNT', 'HTML5', 'ASP.NET MVC', 'GULP', '.NET', 'SQL SERVER', 'AGILE', 'NPM', 'MYSQL', 'SOAP', 'YEOMAN', 'UI/UX DESIGN']","['C#', 'JAVASCRIPT', 'SQL']","['CODE REVIEW', 'COMMUNICATION SKILLS', 'FRONT-END ARCHITECTURE', 'STATE MANAGEMENT', 'UI/UX BEST PRACTICES', 'ENGLISH', 'TEAM MANAGEMENT', 'LEADERSHIP', 'COLLABORATION', 'RESPONSIVE DESIGN', 'UNIT TESTING']",45.0,13687500.0,23750000.0,2,6,False,False,5 NĂM,27/03/2026,CÔNG TY TNHH BMBSOFT VIỆT NAM,IT - PHẦN MỀM,TRƯỞNG NHÓM,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-bmbsoft-viet-nam/118035.html,https://www.topcv.vn/viec-lam/senior-front-end-developer-reactjs-english-spfx/1969719.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095997,09/12/2025 15:06:33,STANDARD
CHUYÊN VIÊN THIẾT KẾ (GRAPHIC DESIGN),"['VIỆC LÀM IT', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ', 'CÔNG NGHỆ THÔNG TIN', 'QUẢNG CÁO/SÁNG TẠO', 'MARKETING/PR/QUẢNG CÁO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['ADOBE ILLUSTRATOR', 'INDESIGN', 'PHOTOSHOP', 'ADOBE CREATIVE SUITE']",['UNKNOWN'],"['TƯ DUY SÁNG TẠO', 'LÀM VIỆC ĐỘC LẬP', 'TƯ DUY THẨM MỸ', 'CHỦ ĐỘNG TRONG CÔNG VIỆC', 'TINH THẦN TRÁCH NHIỆM', 'QUẢN LÝ THỜI GIAN', 'LÀM VIỆC NHÓM', 'TRÌNH BÀY Ý TƯỞNG']",49.0,12000000.0,16000000.0,2,6,True,False,3 NĂM,31/12/2025,CÔNG TY CỔ PHẦN LIVEUP GROUP,GIÁO DỤC / ĐÀO TẠO,NHÂN VIÊN,CAO ĐẲNG TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-liveup-group/161888.html,https://www.topcv.vn/viec-lam/chuyen-vien-thiet-ke-graphic-design/1969730.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095997,09/12/2025 15:06:51,STANDARD
CHUYÊN VIÊN THẨM ĐỊNH DATA KHÁCH HÀNG,"['VIỆC LÀM IT', 'KINH DOANH PHẦN MỀM', 'SALES IT PHẦN MỀM', 'CÔNG NGHỆ THÔNG TIN', 'KINH DOANH/BÁN HÀNG']",1,['HÀ NỘI'],['HÀ NỘI'],1000.0,-1.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['VIỄN THÔNG', 'CÔNG NGHỆ THÔNG TIN', 'THƯƠNG MẠI ĐIỆN TỬ']",['UNKNOWN'],"['CHIA SẺ', 'ĐỌC - VIẾT TIẾNG ANH', 'TRÁCH NHIỆM', 'KỸ NĂNG MỀM', 'KINH DOANH SẢN PHẨM CÔNG NGHỆ', 'THẤU HIỂU', 'CHỦ ĐỘNG TRONG CÔNG VIỆC', 'GIẢI QUYẾT VẤN ĐỀ', 'THÍCH NGHI', 'LẮNG NGHE', 'SALES', 'KIÊN TRÌ', 'GIAO TIẾP', 'KỸ NĂNG ỨNG XỬ', 'TELESALES', 'THẨM ĐỊNH DATA KHÁCH HÀNG', 'XÂY DỰNG MỐI QUAN HỆ']",50.0,7000000.0,9000000.0,2,6,True,False,DƯỚI 1 NĂM,31/12/2025,CÔNG TY CỔ PHẦN VCCORP,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-vccorp/115085.html,https://www.topcv.vn/viec-lam/chuyen-vien-tham-dinh-data-khach-hang/1969675.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095997,09/12/2025 15:07:09,STANDARD
PROJECT MANAGER,"['SOFTWARE ENGINEER', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT', 'SOFTWARE ENGINEERING']",1,['ĐÀ NẴNG'],['ĐÀ NẴNG'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG NHẬT', 'TIẾNG ANH']","['AGILE', '.NET', 'VPS', 'CLOUD COMPUTING', 'WATERFALL']","['RUBY', 'JAVA', 'PHP', 'PYTHON']","['LÀM VIỆC ĐỘC LẬP', 'THUYẾT TRÌNH', 'GIẢI QUYẾT VẤN ĐỀ', 'LÃNH ĐẠO', 'GIAO TIẾP', 'LÀM VIỆC NHÓM', 'QUẢN LÝ DỰ ÁN']",45.0,14062500.0,23750000.0,2,6,False,False,5 NĂM,31/12/2025,CÔNG TY TNHH CÔNG NGHỆ RIKAI,IT - PHẦN MỀM,TRƯỞNG NHÓM,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-rikai/32673.html,https://www.topcv.vn/viec-lam/project-manager/1790048.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095997,09/12/2025 15:07:26,STANDARD
EMBEDDED ENGINEER (IDE),"['EMBEDDED ENGINEER/LẬP TRÌNH NHÚNG', 'VIỆC LÀM IT', 'IOT/EMBEDDED ENGINEER']",10,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['SWT', 'RCP PLATFORM', 'OSGI', 'JIRA', 'VS CODE EXTENSION', 'JFX', 'GDB', 'SWTBOT', 'OOP', 'GITHUB', 'ECLIPSE PLUGIN', 'WATERFALL', 'MCU', 'EMBEDDED', 'MCAL', 'GIT', 'ECLIPSE', 'AGILE', 'JENKINS', 'GERRIT', 'DSF SERVICE', 'AUTOSAR', 'WEBSOCKET']","['JAVA', 'PYTHON', 'C++']","['CODE REVIEW', 'BRAINSTORMING', 'AUTOMATION TEST', 'SELF-CONTROL', 'TEAMWORK', 'ENGLISH COMMUNICATION', 'DEBUGGING', 'SELF-STUDY', 'DOCUMENTATION']",45.0,12000000.0,19333333.333333332,2,6,False,False,1 NĂM,31/12/2025,CÔNG TY CỔ PHẦN BẢN VIÊN,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-ban-vien/27248.html,https://www.topcv.vn/viec-lam/embedded-engineer-ide/1431638.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095997,09/12/2025 15:07:44,STANDARD
NHÂN VIÊN THIẾT KẾ (DESIGNER),"['VIỆC LÀM IT', 'SOFTWARE DESIGN', 'ANIMATION DESIGN', 'PHIM VÀ TRUYỀN HÌNH', 'THIẾT KẾ', 'CÔNG NGHỆ THÔNG TIN', 'QUẢNG CÁO/SÁNG TẠO', 'PHIM VÀ TRUYỀN HÌNH/BÁO CHÍ/XUẤT BẢN', 'MARKETING/PR/QUẢNG CÁO', 'NGHỆ THUẬT/HOẠT HÌNH/GAME']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['ADOBE ILLUSTRATOR', 'YOUTUBE', 'FIGMA', 'INDESIGN', 'AI', 'PHOTOSHOP']",['UNKNOWN'],"['KHẢ NĂNG LÀM VIỆC ĐỘC LẬP VÀ THEO NHÓM', 'KHẢ NĂNG TIẾP THU VÀ HỌC HỎI NHANH', 'TINH THẦN CẦU TIẾN', 'TRUYỀN THÔNG ĐA PHƯƠNG TIỆN', 'THIẾT KẾ ĐỒ HỌA', 'KHẢ NĂNG QUAN SÁT - PHÂN TÍCH', 'CÓ TRÁCH NHIỆM VỚI DEADLINE', 'THIẾT KẾ THUMBNAIL', 'LÀM VIỆC NHÓM', 'THIẾT KẾ BANNER', 'TƯ DUY HÌNH ẢNH']",57.0,8000000.0,12000000.0,2,6,True,False,DƯỚI 1 NĂM,31/12/2025,CÔNG TY CỔ PHẦN TƯ VẤN VÀ ĐẦU TƯ WEYO,IN ẤN / XUẤT BẢN,NHÂN VIÊN,TRUNG CẤP TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-tu-van-va-dau-tu-weyo/182062.html,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-designer/1969627.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095997,09/12/2025 15:08:04,STANDARD
CHUYÊN VIÊN BẢO MẬT HỆ THỐNG (SYSTEM SECURITY),"['INFORMATION SECURITY', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT', 'CHUYÊN VIÊN CYBER SECURITY']",1,['HÀ NỘI'],['HÀ NỘI'],1000.0,-1.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['LEAD AUDITOR ISO 27001', 'HIPAA', 'ITIL', 'CIS CSC', 'WINDOWS', 'COBIT', 'LINUX', 'CIA', 'NIST', 'ISMS', 'ISO']",['UNKNOWN'],"['TƯ VẤN ATTT', 'KIẾN THỨC VỀ HỆ ĐIỀU HÀNH', 'ĐÁNH GIÁ QUY TRÌNH', 'PHÂN TÍCH RỦI RO BẢO MẬT', 'ĐÁNH GIÁ TUÂN THỦ', 'ĐÁNH GIÁ, THẨM ĐỊNH HỒ SƠ THIẾT KẾ HỆ THỐNG THÔNG TIN', 'ĐÁNH GIÁ RỦI RO ATTT', 'KIẾN THỨC VỀ MẠNG MÁY TÍNH', 'KIẾN THỨC VỀ BẢO MẬT HỆ THỐNG', 'ĐÀO TẠO ATTT', 'ĐỌC HIỂU TIẾNG ANH', 'ĐÁNH GIÁ HỆ THỐNG', 'GIAO TIẾP TIẾNG ANH', 'KIỂM TOÁN CÔNG NGHỆ THÔNG TIN', 'QUẢN LÝ SỰ CỐ BẢO MẬT']",47.5,28000000.0,40000000.0,2,6,False,False,3 NĂM,31/12/2025,CÔNG TY CỔ PHẦN THƯƠNG MẠI & DỊCH VỤ MEDLATEC GROUP,DƯỢC PHẨM / Y TẾ / CÔNG NGHỆ SINH HỌC,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-thuong-mai-dich-vu-medlatec-group/165643.html,https://www.topcv.vn/viec-lam/chuyen-vien-bao-mat-he-thong-system-security/1374874.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095997,09/12/2025 15:08:18,STANDARD
KỸ SƯ LẬP TRÌNH CAM (HPC),"['SẢN XUẤT', 'THIẾT KẾ/CHẾ TẠO MÁY', 'KỸ SƯ LẬP TRÌNH MÁY']",1,['HÀ NỘI'],['HÀ NỘI'],1000.0,-1.0,['TIẾNG VIỆT'],"['CAM', 'CIMATRON', 'HPC', 'NX']","['C', 'C++']","['KIẾN TRÚC MÁY TÍNH', 'GIẢI THUẬT VÀ CẤU TRÚC DỮ LIỆU', 'LẬP TRÌNH SONG SONG', 'KINH NGHIỆM LÀM VIỆC VỚI HPC CLUSTERS', 'PHÂN TÍCH HIỆU NĂNG VÀ TỐI ƯU HÓA MÃ']",49.0,11000000.0,14000000.0,2,6,True,False,KHÔNG YÊU CẦU,31/12/2025,TẬP ĐOÀN AN PHÁT HOLDINGS,SẢN XUẤT,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/tap-doan-an-phat-holdings/200875.html,https://www.topcv.vn/viec-lam/ky-su-lap-trinh-cam-hpc/1969554.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095997,09/12/2025 15:08:36,STANDARD
NHÂN VIÊN TƯ VẤN GIẢI PHÁP,"['INFORMATION SECURITY', 'CHUYÊN VIÊN IT SECURITY', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT']",2,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['OPERATION', 'AZURE', 'NETWORKING CONCEPTS', 'CCNP', 'CEH', 'VPN', 'POC', 'CHUYỂN ĐỔI SỐ', 'SECURITY+', 'GCP', 'KPI', 'CLOUD COMPUTING', 'CCNA', 'PHẦN CỨNG MÁY TÍNH', 'APPLICATION', 'IT INFRASTRUCTURE', 'AWS', 'PRESALES', 'FIREWALLS', 'ISO', 'IAM', 'CYBERSECURITY', 'IDS/IPS', 'SLA', 'MONITORING', 'DATABASE CONCEPTS']",['SQL'],"['KỸ NĂNG TRÌNH BÀY', 'KỸ NĂNG LÀM VIỆC NHÓM', 'KỸ NĂNG NGHIÊN CỨU', 'KỸ NĂNG GIẢI QUYẾT VẤN ĐỀ', 'KỸ NĂNG ĐẶT CÂU HỎI', 'TÍNH CHỦ ĐỘNG', 'KỸ NĂNG PHÂN TÍCH VẤN ĐỀ', 'TƯ DUY PHÂN TÍCH', 'KỸ NĂNG HỌC HỎI', 'LẮNG NGHE', 'KIẾN THỨC SẢN PHẨM DỊCH VỤ', 'KHAI THÁC NHU CẦU', 'KỸ NĂNG GIAO TIẾP', 'KỸ NĂNG LÀM VIỆC ĐỘC LẬP', 'ĐÀM PHÁN', 'KỸ NĂNG TỔ CHỨC CÔNG VIỆC']",45.0,12000000.0,18000000.0,2,6,False,False,1 NĂM,31/12/2025,CÔNG TY CỔ PHẦN AN NINH MẠNG THD,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-an-ninh-mang-thd/171138.html,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-giai-phap/1969566.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095997,09/12/2025 15:08:53,STANDARD
NHÂN VIÊN THIẾT KẾ,"['VIỆC LÀM IT', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ', 'CÔNG NGHỆ THÔNG TIN', 'QUẢNG CÁO/SÁNG TẠO', 'MARKETING/PR/QUẢNG CÁO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],1000.0,-1.0,['TIẾNG VIỆT'],"['ADOBE ILLUSTRATOR', 'PHOTOSHOP', 'LMS']",['UNKNOWN'],"['IN ẤN', 'XÂY DỰNG KỊCH BẢN', 'THIẾT KẾ ĐỒ HỌA', 'SẢN XUẤT', 'THIẾT KẾ', 'ĐIỀU PHỐI', 'SÁNG TẠO', 'TRUYỀN THÔNG']",51.5,10500000.0,16250000.0,2,6,True,False,1 NĂM,31/12/2025,TRƯỜNG ĐẠI HỌC VĂN LANG,GIÁO DỤC / ĐÀO TẠO,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/truong-dai-hoc-van-lang/81437.html,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke/1767001.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095997,09/12/2025 15:09:10,STANDARD
2D ARTIST (JUNIOR) - CONCEPT + ANIMATION,"['VIỆC LÀM IT', 'GAME DEVELOPMENT', 'THIẾT KẾ', 'CONCEPT ARTIST', 'CÔNG NGHỆ THÔNG TIN', 'NGHỆ THUẬT/HOẠT HÌNH/GAME']",2,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['2D ANIMATION', 'ADOBE ILLUSTRATOR', '2D GRAPHIC DESIGN', 'DIGITAL PAINTING', 'SPINE', 'MOBILE', 'CONCEPT ART', 'PHOTOSHOP', 'WACOM', 'UI/UX DESIGN']",['UNKNOWN'],"['COMMUNICATION SKILLS', 'COMPOSITION', 'CREATIVE THINKING', 'GAME DESIGN', 'COLOR', 'ANATOMY', 'AESTHETICS', 'TEAMWORK', 'PERSPECTIVE', 'DRAWING BY HAND', 'LIGHTING', 'ART FUNDAMENTALS']",45.0,11000000.0,18916666.666666668,2,6,False,False,1 NĂM,31/12/2025,ABI GAME STUDIO,IT - PHẦN MỀM,NHÂN VIÊN,CAO ĐẲNG TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/abi-game-studio/76643.html,https://www.topcv.vn/viec-lam/2d-artist-junior-concept-animation/1934566.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095997,09/12/2025 15:09:26,STANDARD
CHUYÊN VIÊN THIẾT KẾ,"['VIỆC LÀM IT', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ', 'CÔNG NGHỆ THÔNG TIN', 'QUẢNG CÁO/SÁNG TẠO', 'MARKETING/PR/QUẢNG CÁO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['ADOBE ILLUSTRATOR', 'SKETCH', 'FIGMA', 'INDESIGN', 'PHOTOSHOP', 'UI/UX DESIGN']",['UNKNOWN'],"['TIẾP THU PHẢN HỒI', 'CẬP NHẬT XU HƯỚNG THIẾT KẾ', 'BỐ CỤC', 'CHỊU ÁP LỰC', 'GIẢI QUYẾT VẤN ĐỀ', 'NGUYÊN LÝ THIẾT KẾ', 'KIỂM SOÁT CHẤT LƯỢNG', 'PHỐI MÀU', 'QUẢN LÝ THỜI GIAN', 'THIẾT KẾ 2D', 'TYPOGRAPHY', 'CHỦ ĐỘNG HỌC HỎI', 'GIAO TIẾP', 'LÀM VIỆC NHÓM', 'SÁNG TẠO']",49.5,20000000.0,25000000.0,2,6,True,False,2 NĂM,31/12/2025,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN NEWX,BẤT ĐỘNG SẢN,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-bat-dong-san-newx/223501.html,https://www.topcv.vn/viec-lam/chuyen-vien-thiet-ke/1968484.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095997,09/12/2025 15:09:45,STANDARD
CHUYÊN VIÊN KINH DOANH/TƯ VẤN TRỰC TIẾP,"['VIỆC LÀM IT', 'KINH DOANH PHẦN MỀM', 'SALES IT PHẦN MỀM', 'CÔNG NGHỆ THÔNG TIN', 'KINH DOANH/BÁN HÀNG']",1,"['HÀ NỘI', 'THÁI NGUYÊN', 'BẮC NINH', 'NINH BÌNH']","['HÀ NỘI', 'THÁI NGUYÊN', 'NINH BÌNH']",-1.0,-1.0,['TIẾNG VIỆT'],['UNKNOWN'],['UNKNOWN'],"['BÁN HÀNG', 'PHÁT TRIỂN THỊ TRƯỜNG', 'TÌM KIẾM KHÁCH HÀNG', 'KINH DOANH', 'TƯ VẤN', 'PHÂN TÍCH THỊ TRƯỜNG', 'GIAO TIẾP']",52.25,15000000.0,30000000.0,2,6,True,False,KHÔNG YÊU CẦU,31/12/2025,CÔNG TY CỔ PHẦN CÔNG NGHỆ KIOTVIET,IT - PHẦN MỀM,NHÂN VIÊN,TRUNG HỌC PHỔ THÔNG (CẤP 3) TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/brand/ctcpcnkiotviet?id=139056,https://www.topcv.vn/brand/ctcpcnkiotviet/tuyen-dung/chuyen-vien-kinh-doanh-tu-van-truc-tiep-j1895289.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095997,09/12/2025 15:09:58,BRAND_V1
NHÂN VIÊN GRAPHIC DESIGNER,"['VIỆC LÀM IT', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ', 'CÔNG NGHỆ THÔNG TIN', 'QUẢNG CÁO/SÁNG TẠO', 'MARKETING/PR/QUẢNG CÁO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)']",2,['NGHỆ AN'],['NGHỆ AN'],25.0,99.0,['TIẾNG VIỆT'],"['ADOBE ILLUSTRATOR', 'PREMIERE', 'PHOTOSHOP']",['UNKNOWN'],"['TƯ DUY THIẾT KẾ', 'MÀU SẮC', 'THIẾT KẾ ĐỒ HỌA', 'BỐ CỤC']",44.0,8000000.0,15000000.0,2,6,True,False,1 NĂM,31/12/2025,CÔNG TY TNHH PACE MULTIMEDIA,MARKETING / TRUYỀN THÔNG / QUẢNG CÁO,NHÂN VIÊN,CAO ĐẲNG TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-pace-multimedia/116907.html,https://www.topcv.vn/viec-lam/nhan-vien-graphic-designer/1422775.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095997,09/12/2025 15:10:17,STANDARD
CHUYÊN VIÊN KINH DOANH DỰ ÁN CÔNG NGHỆ,"['VIỆC LÀM IT', 'KINH DOANH PHẦN MỀM', 'SALES IT PHẦN MỀM', 'CÔNG NGHỆ THÔNG TIN', 'KINH DOANH/BÁN HÀNG']",1,['HỒ CHÍ MINH'],['HÀ NỘI'],500.0,1000.0,['TIẾNG VIỆT'],"['CHUYỂN ĐỔI SỐ', 'MOBILE APP', 'ERP', 'AI', 'CLOUD COMPUTING', 'WEBSITE']",['UNKNOWN'],"['BÁN HÀNG DỰ ÁN', 'KỸ NĂNG THUYẾT PHỤC', 'ĐEO BÁM KHÁCH HÀNG', 'CHĂM SÓC KHÁCH HÀNG', 'LÀM VIỆC ĐỘC LẬP', 'BÁN HÀNG B2B', 'TƯ DUY DỊCH VỤ', 'KỸ NĂNG THUYẾT TRÌNH', 'KỸ NĂNG GIAO TIẾP', 'LÀM VIỆC NHÓM', 'KỸ NĂNG ĐÀM PHÁN', 'PHÂN TÍCH KHÁCH HÀNG', 'XÂY DỰNG MỐI QUAN HỆ']",37.5,11000000.0,20000000.0,2,6,False,False,1 NĂM,31/12/2025,GMO-Z.COM RUNSYSTEM,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/gmo-z-com-runsystem/758.html,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-du-an-cong-nghe/1964484.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095997,09/12/2025 15:10:36,STANDARD
