Job_Title,Tech_Stack,Programming_Language,Roles,Recruitment_Count,Province,Company_Location,Current_Employee_Min,Current_Employee_Max,Language,Skills,Total_Work_Hour,Salary_Min,Salary_Max,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Work_On_Saturday,Work_On_Sunday
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst) - KVH - MSB - 4M009,"['BPMN', 'FLOWCHART', 'USE CASES', 'QA', 'UML', 'MS OFFICE', 'EXCEL']",[],"['BUSINESS ANALYST', 'TÀI CHÍNH/NGÂN HÀNG/BẢO HIỂM', 'NGÂN HÀNG']",1,['HÀ NỘI'],['HÀ NỘI'],5000.0,,['TIẾNG VIỆT'],"['KỸ NĂNG GIAO TIẾP', 'KỸ NĂNG LÀM VIỆC NHÓM', 'KỸ NĂNG GIẢI QUYẾT VẤN ĐỀ', 'PHÂN TÍCH NGHIỆP VỤ', 'KỸ NĂNG TRÌNH BÀY', 'KỸ NĂNG THUYẾT PHỤC', 'KỸ NĂNG RA QUYẾT ĐỊNH', 'LÀM VIỆC ĐỘC LẬP', 'KỸ NĂNG SÁNG TẠO', 'TƯ DUY LOGIC', 'KỸ NĂNG PHÂN TÍCH']",45.0,,,2.0,6.0,False,False
Unity Developer Intern,['UNITY'],['C#'],"['CÔNG NGHỆ THÔNG TIN', 'GAME DEVELOPMENT', 'GAME DEVELOPER', 'VIỆC LÀM IT']",5,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['TƯ DUY LOGIC TỐT', 'HAM HỌC HỎI']",37.5,6000000.0,12000000.0,2.0,6.0,False,False
Software Tester (Manual & Automation),"['MANUAL TESTING', 'AUTOMATION TESTING', 'PLAYWRIGHT', 'TYPESCRIPT', 'JIRA', 'TRELLO', 'AZURE DEVOPS', 'REST API', 'HTML', 'CSS', 'XPATH', 'MOBILE APP TESTING', 'CYPRESS', 'WEB']","['TYPESCRIPT', 'JAVASCRIPT']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE TESTING', 'SOFTWARE TESTER (AUTOMATION & MANUAL)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],,,"['TIẾNG VIỆT', 'TIẾNG ANH']","['QA METHODOLOGIES', 'SDLC', 'BUG REPORTING', 'TEST CASE DESIGN', 'TEST CASE EXECUTION', 'BUG TRACKING', 'API TESTING', 'ANALYTICAL SKILLS', 'PROBLEM-SOLVING SKILLS', 'TIME MANAGEMENT SKILLS', 'ENGLISH']",47.5,,22000000.0,2.0,6.0,False,False
Production Lead (Visual Supervisor) - VVE,"['AI', 'UNREAL ENGINE', 'UNITY', 'MOTION CAPTURE', 'XR', 'REAL-TIME RENDERING', 'VIRTUAL PRODUCTION', 'VISUAL COMPUTING', 'SHADERS', 'VIRTUAL REALITY (VR)', 'AUGMENTED REALITY (AR)']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'PHIM VÀ TRUYỀN HÌNH/BÁO CHÍ/XUẤT BẢN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'PHIM VÀ TRUYỀN HÌNH', 'NGHỆ THUẬT/HOẠT HÌNH/GAME', 'ANIMATION DESIGN', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['LEADERSHIP', 'COMMUNICATION', 'PROBLEM-SOLVING SKILLS', 'PROJECT SCHEDULING', 'RESOURCE MANAGEMENT', 'VISUAL QUALITY CONTROL', 'CINEMATIC LIGHTING', 'ENVIRONMENT SETUP', 'VISUAL DIRECTION', 'TECHNICAL TROUBLESHOOTING']",45.0,,,2.0,6.0,False,False
Nhân Viên Kiểm Thử Manual Tester,"['API', 'MOBILE', 'WEB', 'AGILE', 'SCRUM']",['SQL'],"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE TESTING', 'MANUAL TESTER', 'VIỆC LÀM IT']",3,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['PHÂN TÍCH YÊU CẦU', 'THIẾT KẾ KẾ HOẠCH TEST', 'THIẾT KẾ KỊCH BẢN TEST', 'VIẾT BÁO CÁO TEST', 'ĐÁNH GIÁ KẾT QUẢ KIỂM THỬ', 'KIẾN THỨC VỀ QUY TRÌNH KIỂM THỬ PHẦN MỀM', 'KỸ THUẬT TEST', 'TRUY VẤN CƠ SỞ DỮ LIỆU', 'API TESTING', 'KỸ NĂNG VIẾT TEST CASE', 'KỸ NĂNG THỰC HIỆN TEST CASE']",47.5,15000000.0,20000000.0,2.0,6.0,False,False
Network Engineer,"['ON-PREMISE', 'FIREWALL', 'ROUTER', 'SWITCH', 'HYBRID CLOUD', 'CLOUD', 'AWS', 'AZURE', 'GCP', 'ROUTING', 'SWITCHING', 'SECURITY', 'WIRELESS', 'CLOUD INFRASTRUCTURE', 'CCNA', 'CCNP', 'MICROSOFT', 'ORACLE', 'KASPERSKY', 'DELL']",[],"['CÔNG NGHỆ THÔNG TIN', 'IT INFRASTRUCTURE AND OPERATIONS', 'NETWORK ENGINEER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],"['HÀ NỘI', 'HỒ CHÍ MINH']",100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['TỔ CHỨC', 'ĐIỀU PHỐI', 'GIÁM SÁT', 'THIẾT KẾ KIẾN TRÚC MẠNG', 'XỬ LÝ SỰ CỐ', 'TỐI ƯU HIỆU NĂNG', 'BẢO MẬT', 'XÂY DỰNG GIẢI PHÁP', 'NGHIÊN CỨU VÀ PHÁT TRIỂN', 'VẬN HÀNH HỆ THỐNG MẠNG', 'THIẾT KẾ MẠNG', 'TRIỂN KHAI MẠNG', 'BẢO MẬT MẠNG', 'ĐỌC HIỂU TÀI LIỆU KỸ THUẬT BẰNG TIẾNG ANH']",,18000000.0,20000000.0,2.0,6.0,False,False
Network Engineer (Triển Khai),"['SERVER', 'DELL', 'HPE', 'FUJITSU', 'LENOVO', 'VMWARE VSPHERE', 'HYPER-V', 'PROXMOX', 'STORAGE', 'SAN', 'NAS', 'DELL POWERSTORE', 'HPE 3PAR', 'HPE STOREONCE', 'NETWORK', 'CISCO', 'ARUBA', 'FORTINET', 'SECURITY', 'FIREWALL', 'WAF', 'VPN', 'NAC', 'IPS/IDS', 'LOAD BALANCER', 'MICROSOFT INFRASTRUCTURE', 'ACTIVE DIRECTORY', 'DNS', 'DHCP', 'NPS', 'FILE SERVICES', 'EXCHANGE', 'OFFICE 365 HYBRID', 'VIRTUALIZATION', 'BACKUP', 'VMWARE', 'VEEAM', 'SRM', 'DRS', 'HA', 'REPLICATION', 'MONITORING', 'LOGGING', 'LIBRENMS', 'ZABBIX', 'GRAFANA', 'SPLUNK', 'SYSLOG', 'SNMP', 'CCNA', 'MCSA', 'TCP/IP', 'VLAN', 'ROUTING', 'SWITCHING', 'VCENTER', 'VSAN', 'ISCSI', 'FIBRE CHANNEL', 'CCNP', 'MCSE', 'PCNSE']",[],"['CÔNG NGHỆ THÔNG TIN', 'IT INFRASTRUCTURE AND OPERATIONS', 'NETWORK ENGINEER', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],10.0,24.0,['TIẾNG VIỆT'],"['ĐỌC HIỂU LOG', 'PHÂN TÍCH SỰ CỐ', 'TỐI ƯU HIỆU NĂNG', 'KỸ NĂNG VIẾT VÀ TRÌNH BÀY TÀI LIỆU KỸ THUẬT', 'TƯ DUY CÓ HỆ THỐNG', 'CHỦ ĐỘNG TỔ CHỨC, SẮP XẾP CÔNG VIỆC', 'LÀM VIỆC THEO NHÓM', 'TRÌNH BÀY THUYẾT TRÌNH']",54.0,,25000000.0,2.0,6.0,True,False
.Net Developer,"['.NET', 'ASP.NET MVC', '.NET CORE', 'WEB API', 'RESTFUL SERVICES', 'SQL SERVER', 'OOP', 'ENTITY FRAMEWORK', 'LINQ', 'LAMBDA EXPRESSIONS', 'HTML', 'CSS', 'ANGULAR', 'REACT NATIVE', 'MYSQL', 'ASP.NET']","['C#', 'JAVASCRIPT', 'PHP', 'SQL']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'FULLSTACK DEVELOPER', 'VIỆC LÀM IT']",5,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['ANALYZING REQUIREMENTS', 'DESIGNING SYSTEMS', 'PERFORMANCE TUNING', 'DEBUGGING', 'PROBLEM-SOLVING']",51.5,,,2.0,6.0,True,False
Thực Tập Sinh Game Designer,"['GAME DESIGN', 'TOÁN']",[],"['CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'GAME DEVELOPMENT', 'NGHỆ THUẬT/HOẠT HÌNH/GAME', 'GAME DESIGN', 'VIỆC LÀM IT']",5,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['PHÁT TRIỂN Ý TƯỞNG', 'BRAINSTORMING', 'TẠO TÀI LIỆU THIẾT KẾ', 'NGHIÊN CỨU THỊ TRƯỜNG', 'PHÂN TÍCH ĐỐI THỦ CẠNH TRANH', 'KIỂM THỬ CHẤT LƯỢNG SẢN PHẨM', 'TƯ DUY LOGIC', 'PHÂN TÍCH DỮ LIỆU', 'HAM HỌC HỎI', 'CẦU TIẾN', 'CHĂM CHỈ']",,6000000.0,,2.0,6.0,True,False
Frontend / Reactjs / Nextjs Developer,"['WEB', 'FRONT-END', 'REACTJS', 'NEXTJS', 'ERP', 'CRM', 'MICROSERVICES', 'CLOUD', 'DEVOPS', 'CI/CD', 'API GATEWAY', 'HTML5', 'CSS3', 'SSG', 'SSR', 'ISR', 'CSR', 'UI LIBRARY', 'RESPONSIVE UI', 'COMPONENT-BASED ARCHITECTURE', 'AZURE', 'AWS', 'OOP', 'CLEAN CODE', 'DESIGN PATTERNS', 'SOLID', 'GIT', 'AGILE', 'SCRUM', 'JIRA', 'AZURE DEVOPS', 'BPM', 'DMS', 'EOFFICE', 'THREEJS', 'WEBGL', '2D/3D', 'BACKEND']","['JAVASCRIPT', 'TYPESCRIPT']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'FRONTEND DEVELOPER', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['TƯ DUY HỆ THỐNG', 'TƯ DUY LOGIC', 'CHỦ ĐỘNG HỌC HỎI', 'LÀM VIỆC NHÓM']",,15000000.0,25000000.0,2.0,6.0,True,False
"Visual Producer (Project Manager, Korean Speaking)","['AI', 'CLOUD COMPUTING', 'METAVERSE', 'REAL-TIME RENDERING', 'VIRTUAL PRODUCTION', 'VISUAL COMPUTING', '3D', 'VFX', 'ANIMATION']",[],"['CÔNG NGHỆ THÔNG TIN', 'PRODUCT MANAGEMENT', 'PRODUCT OWNER/PRODUCT MANAGER', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG HÀN', 'TIẾNG ANH']","['PROJECT MANAGEMENT', 'COMMUNICATION', 'LEADERSHIP', 'FACILITATION', 'SITUATIONAL AWARENESS', 'CONFLICT RESOLUTION', 'COLLABORATION']",45.0,,,2.0,6.0,False,False
Nhân Viên Tư Vấn Sale Online/ Chăm Sóc Khách Hàng (Game),['PC GAME'],[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'SALES IT PHẦN MỀM KHÁC', 'VIỆC LÀM IT']",10,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['GIAO TIẾP TIẾNG ANH', 'GIAO TIẾP', 'PHÁT TRIỂN BẢN THÂN', 'TRAO ĐỔI']",,7000000.0,12000000.0,,,,
Backend Developer - Senior Level (Pythonl),"['FASTAPI', 'FLASK', 'DJANGO', 'API', 'LLM', 'RAG', 'GRAPH', 'VECTOR DATABASE', 'AWS', 'DATA PROCESSING', 'SQL', 'NOSQL', 'KAFKA', 'RABBITMQ', 'MYSQL', 'POSTGRESQL', 'RESTFUL API', 'DOCKER', 'LINUX', 'BASH', 'CI/CD', 'KUBERNETES', 'PUBLIC CLOUD', 'AZURE', 'GCP', 'AI']","['PYTHON', 'SQL', 'NOSQL']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'BACKEND DEVELOPER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['THIẾT KẾ KIẾN TRÚC', 'QUẢN LÝ CƠ SỞ DỮ LIỆU', 'TỐI ƯU HÓA HIỆU SUẤT', 'BẢO MẬT DỮ LIỆU', 'PHÂN TÍCH YÊU CẦU', 'LẬP KẾ HOẠCH PHÁT TRIỂN SẢN PHẨM', 'KỸ NĂNG GIẢI QUYẾT VẤN ĐỀ', 'TƯ DUY LOGIC', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'GIAO TIẾP TỐT', 'ĐÁNH GIÁ VÀ GIẢI QUYẾT VẤN ĐỀ', 'TƯ DUY', 'HỌC HỎI NHANH']",,,40000000.0,,,,
Backend Developer (Golang/Python),"['CYBER SECURITY', 'MICROSERVICES', 'CLOUD NATIVE', 'CI/CD', 'AGILE-SCRUM', 'BIGDATA', 'HIGH-PERFORMANCE', 'REAL-TIME PROCESSING', 'OOP', 'DESIGN PATTERNS', 'SYSTEM ARCHITECTURE', 'UNIT TEST', 'CLEAN CODE', 'BACKEND']","['GOLANG', 'PYTHON', 'SQL', 'NOSQL']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'BACKEND DEVELOPER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['GIẢI QUYẾT VẤN ĐỀ', 'GIAO TIẾP HIỆU QUẢ']",50.0,25000000.0,33000000.0,2.0,6.0,False,False
"Nhân Viên Thiết Kế Đồ Họa (Graphic Designer) Mảng In Ấn, Quảng Cáo, Nội Thất, Kiến Trúc","['PHOTOSHOP', 'ILLUSTRATOR', 'INDESIGN', 'CORELDRAW', 'ADOBE ACROBAT', 'QUITE IMPOSING PLUS']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],"['TRUNG THỰC', 'THÁI ĐỘ TỐT', 'TINH THẦN TRÁCH NHIỆM', 'HỢP TÁC TÍCH CỰC']",48.0,10000000.0,15000000.0,2.0,6.0,True,False
Graphic Designer Leader,"['PHOTOSHOP', 'ILLUSTRATOR', 'AI', 'AMAZON']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HÀ NỘI'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['LẬP KẾ HOẠCH', 'QUẢN LÝ NHÓM', 'QUẢN LÝ CON NGƯỜI', 'GIAO TIẾP', 'PHÂN TÍCH', 'XỬ LÝ CÁC TÌNH HUỐNG', 'ĐÓNG GÓP Ý KIẾN', 'ĐÀO TẠO VÀ PHÁT TRIỂN KỸ NĂNG', 'TIẾNG ANH', 'XỬ LÝ KHÁCH HÀNG']",,,,,,,
Graphic Designer Junior,['ADOBE'],[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],10.0,24.0,['TIẾNG VIỆT'],"['SHORT VIDEO EDIT', 'RETOUCH PHOTOS', 'LÊN Ý TƯỞNG', 'MOODBOARD', 'PHÁT TRIỂN CÁC KEY VISUAL', 'PROPOSAL DESIGN', 'THẨM MỸ TỐT', 'NHẠY BÉN VỚI CÁC XU HƯỚNG MỸ THUẬT', 'TINH THẦN TRÁCH NHIỆM CAO', 'TRUNG THỰC', 'HAM HỌC HỎI', 'NĂNG ĐỘNG', 'NHIỆT TÌNH', 'CHỊU ĐƯỢC ÁP LỰC CÔNG VIỆC', 'VẼ TAY', 'VẼ MÁY']",,7000000.0,10000000.0,,,,
Java Developer,"['SPRING FRAMEWORK', 'ORACLE', 'LINUX', 'UNIX', 'REST API', 'JSON', 'JENKINS', 'MOBILE', 'WEB', 'CORE BANKING']","['JAVA', 'SQL']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'SOFTWARE ENGINEER', 'VIỆC LÀM IT']",8,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH', 'TIẾNG HÀN']","['COMMUNICATE IN ENGLISH', 'COMMUNICATE IN KOREAN', 'SOFTWARE ENGINEERING', 'COMPUTER ENGINEERING', 'TESTING', 'TROUBLESHOOTING', 'MONITORING']",45.833333333333336,,,2.0,6.0,False,False
Nhân Viên Designer Marketing,"['PHOTOSHOP', 'CANVA', 'ADOBE ILLUSTRATOR', 'INDESIGN']",[],"['MARKETING', 'IT', 'DESIGNER', 'GRAPHIC DESIGN']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],"['SÁNG TẠO', 'TINH THẦN TRÁCH NHIỆM', 'CHỊU ĐƯỢC ÁP LỰC', 'LÀM VIỆC NHÓM', 'KỸ NĂNG CHỤP HÌNH', 'THIẾT KẾ ĐỒ HỌA']",40.0,12000000.0,16000000.0,2.0,6.0,False,False
Business Analyst,"['FINTECH', 'IOT', 'BPMN', 'UML', 'ERD', 'API', 'DATABASES', 'SYSTEM INTEGRATION', 'JIRA', 'CONFLUENCE', 'MICROSOFT OFFICE SUITE', 'UAT']",[],"['CÔNG NGHỆ THÔNG TIN', 'PRODUCT MANAGEMENT', 'BUSINESS ANALYST (PHÂN TÍCH NGHIỆP VỤ)', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['BUSINESS PROCESS ANALYSIS', 'REQUIREMENT GATHERING', 'REQUIREMENT DOCUMENTATION', 'STAKEHOLDER MANAGEMENT', 'COMMUNICATION', 'ENGLISH', 'ANALYTICAL SKILLS', 'PROBLEM-SOLVING', 'TEAMWORK', 'MANAGE MULTIPLE PRIORITIES', 'ATTENTION TO DETAIL', 'ORGANIZATIONAL SKILLS', 'DATA ANALYSIS', 'PROJECT MANAGEMENT']",45.0,,,2.0,6.0,False,False
Graphic Designer (Nhân Viên Thiết Kế Đồ Họa),"['PHOTOSHOP', 'ILLUSTRATOR', 'FIGMA', 'POWERPOINT', 'UX/UI', 'ANIMATION', 'VIDEO EDITING']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['THIẾT KẾ ĐỒ HỌA', 'KỸ NĂNG LÀM VIỆC NHÓM', 'KỸ NĂNG SÁNG TẠO']",51.0,8000000.0,12000000.0,2.0,6.0,True,False
Chuyên Viên Phân Tích Nghiệp Vụ (BA),"['BRD', 'USER STORY', 'PROCESS FLOW', 'USE CASE', 'BPMN', 'CRM', 'HRM', 'VISIO', 'POWER BI', 'ERP']",['SQL'],"['CÔNG NGHỆ THÔNG TIN', 'PRODUCT MANAGEMENT', 'BUSINESS ANALYST (PHÂN TÍCH NGHIỆP VỤ)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],5000.0,,['TIẾNG VIỆT'],"['PHÂN TÍCH NGHIỆP VỤ', 'MÔ HÌNH DỮ LIỆU', 'XÂY DỰNG QUY TRÌNH', 'VIẾT TÀI LIỆU', 'ĐỌC HIỂU TÀI LIỆU KỸ THUẬT', 'PHÂN TÍCH HỆ THỐNG', 'CHUYỂN ĐỔI SỐ', 'GIAO TIẾP', 'THƯƠNG LƯỢNG', 'LÀM VIỆC NHÓM', 'TƯ DUY HỆ THỐNG', 'PHÂN TÍCH LOGIC', 'GIẢI QUYẾT VẤN ĐỀ', 'THÍCH NGHI', 'CHỊU ÁP LỰC']",54.0,18000000.0,30000000.0,2.0,6.0,True,False
Graphic Design,"['ADOBE ILLUSTRATOR', 'ADOBE INDESIGN', 'ADOBE PHOTOSHOP']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",3,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['TƯ DUY SÁNG TẠO', 'TƯ VẤN', 'TỔ CHỨC TRIỂN KHAI DỰ ÁN', 'HỢP TÁC']",,,,2.0,6.0,False,False
IT Systems Developer And Administrator,"['API', 'POSTMAN', 'GIT', 'WEB DEVELOPMENT', 'POS', 'UNIFI', 'MDM']",['JAVASCRIPT'],"['CÔNG NGHỆ THÔNG TIN', 'IT INFRASTRUCTURE AND OPERATIONS', 'SYSTEM ADMINISTRATOR', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['TEAMWORK', 'KỸ NĂNG GIAO TIẾP', 'TƯ DUY HỆ THỐNG', 'TIẾNG ANH', 'TROUBLESHOOTING', 'PLANNING', 'DOCUMENTATION', 'CODE VERSION CONTROL', 'HARDWARE KNOWLEDGE']",45.0,,,2.0,6.0,False,False
Software Quality Assurance (SQA) Engineer,"['JIRA', 'MANUAL TESTING', 'AUTOMATED TESTING', 'EXPLORATORY TESTING', 'SYSTEM TESTING', 'INTEGRATION TESTING', 'REGRESSION TESTING', 'UX/USABILITY TESTING', 'QA', 'AUTO TEST', '3D VISION']","['C#', 'PYTHON', 'C++']","['SOFTWARE TESTING', 'SOFTWARE TESTER (AUTOMATION & MANUAL)']",2,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH', 'TIẾNG HÀN']","['LOGICAL THINKING', 'QA METHODOLOGIES', 'TEST PLANNING', 'DESIGN TEST CASES', 'DEFECT MANAGEMENT', 'ENGLISH', 'KOREAN LANGUAGE']",,,,,,,
Nhân Viên It,"['SERVER', 'LAN', 'FIREWALL', 'VOIP', 'LINUX', 'WINDOWS SERVER', 'ACTIVE DIRECTORY', 'WEB ADMINISTRATION', 'ANTIVIRUS']",[],"['CÔNG NGHỆ THÔNG TIN', 'IT INFRASTRUCTURE AND OPERATIONS', 'KỸ THUẬT IT', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['TINH THẦN TRÁCH NHIỆM', 'XỬ LÝ SỰ CỐ', 'KỸ NĂNG GIAO TIẾP', 'GIAO TIẾP TIẾNG ANH', 'KỸ NĂNG LÀM VIỆC NHÓM', 'LÀM VIỆC ĐỘC LẬP', 'QUẢN LÝ MẠNG XÃ HỘI']",,,,,,,
Chuyên Viên Kinh Doanh Phần Mềm (Business Developer),"['WEBSITE', 'ELEARNING', 'SAAS', 'MARKETING', 'CLOUD']",[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH DOMAIN/HOSTING/SERVER', 'VIỆC LÀM IT']",5,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],100.0,499.0,['TIẾNG VIỆT'],"['GIAO TIẾP', 'LẮNG NGHE', 'THẤU HIỂU KHÁCH HÀNG', 'NĂNG ĐỘNG', 'CẦU TIẾN', 'CHỦ ĐỘNG HỌC HỎI', 'THÍCH NGHI', 'LÀM VIỆC NHÓM', 'TINH THẦN TRÁCH NHIỆM', 'THUYẾT TRÌNH', 'XÂY DỰNG MỐI QUAN HỆ', 'ĐÀM PHÁN', 'BÁN HÀNG']",45.0,15000000.0,60000000.0,2.0,6.0,False,False
Nhân Viên Marketing - Toyota (Thiết Kế Và Truyền Thông),"['ADOBE ILLUSTRATOR', 'ADOBE PHOTOSHOP', 'WEBSITE', 'ZALO', 'TIKTOK', 'ADOBE INDESIGN']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],"['THIẾT KẾ ĐỒ HỌA', 'SỬ DỤNG VI TÍNH VĂN PHÒNG', 'VIẾT BÀI', 'CHỦ ĐỘNG', 'SÁNG TẠO', 'TỔ CHỨC SỰ KIỆN', 'LẬP KẾ HOẠCH', 'LÀM VIỆC NHÓM', 'XÂY DỰNG NỘI DUNG', 'TRUYỀN THÔNG ĐA PHƯƠNG TIỆN']",54.0,12000000.0,15000000.0,2.0,6.0,True,False
