Job_Title,Roles,Recruitment_Count,Province,Company_Location,Current_Employee_Min,Current_Employee_Max,Language,Tech_Stack,Programming_Language,Skills,Total_Work_Hour,Salary_Min,Salary_Max,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Work_On_Saturday,Work_On_Sunday,Experience_Years,Deadline,Company_Name,Company_Industry,Job_Level,Academic_Level,Job_Type,Company_URL,Job_URL,Date_Crawl,Layout_Type
Chuyên Viên Kinh Doanh,"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH DOMAIN/HOSTING/SERVER', 'VIỆC LÀM IT']",2,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']",,,"['VI TÍNH VĂN PHÒNG', 'LÀM VIỆC ĐỘC LẬP', 'GIAO TIẾP', 'TIẾNG ANH', 'XÂY DỰNG MỐI QUAN HỆ', 'ĐÀM PHÁN', 'BÁN HÀNG', 'THUYẾT PHỤC']",52.25,10000000.0,25000000.0,2,6,True,False,Dưới 1 năm,31/12/2025,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VI TÍNH SAO MAI,IT - Phần mềm,Nhân viên,Trung cấp trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thuong-mai-dich-vu-vi-tinh-sao-mai/205950.html,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh/1605549.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:52:10,standard
Chuyên Viên Designer 3d/2d,"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['3DS MAX', 'BLENDER', 'SKETCHUP', 'AUTOCAD', 'PHOTOSHOP', 'ILLUSTRATOR', 'INDESIGN', 'CORELDRAW', 'WEB', 'CINEMA 4D', 'MAYA']",,"['TƯ DUY THẨM MỸ TỐT', 'SÁNG TẠO', 'LÀM VIỆC CHỦ ĐỘNG', 'CẨN THẬN', 'THIẾT KẾ CATALOG', 'THIẾT KẾ BROCHURE', 'HIỂU BIẾT VỀ NGUYÊN TẮC THIẾT KẾ', 'KỸ NĂNG TẠO HÌNH VÀ PHỐI CẢNH']",49.5,10000000.0,15000000.0,2,6,True,False,1 năm,31/12/2025,Công ty Cổ phần Nisko Việt Nam,Bán lẻ - Hàng tiêu dùng - FMCG,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-nisko-viet-nam/53840.html,https://www.topcv.vn/viec-lam/chuyen-vien-designer-3d-2d/1685547.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:52:27,standard
DevOps Engineer (Middle),"['CÔNG NGHỆ THÔNG TIN', 'IT INFRASTRUCTURE AND OPERATIONS', 'DEVOPS ENGINEER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG NHẬT']","['AWS', 'CLOUD', 'INFRASTRUCTURE AS CODE', 'TERRAFORM', 'CLOUDFORMATION', 'CI/CD', 'BAMBOO', 'AWS CODEBUILD', 'GITLAB CI', 'JENKINS', 'MONITORING', 'CLOUDWATCH', 'PROMETHEUS', 'GRAFANA', 'LOGGING', 'CLOUDWATCH LOGS', 'GRAFANA LOKI', 'ELK', 'GRAYLOG', 'DOCKER', 'DOCKER SWARM', 'KUBERNETES']",,,45.0,,,2,6,False,False,3 năm,31/12/2025,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,IT - Phần mềm,Trưởng nhóm,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-kaopiz-holdings/161426.html,https://www.topcv.vn/viec-lam/devops-engineer-middle/1325253.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:53:11,standard
Nhân Viên Kinh Doanh Phần Mềm Marketing Trueads,"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",4,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],"['MICROSOFT WORD', 'EXCEL']",,"['KỸ NĂNG GIAO TIẾP', 'ĐÀM PHÁN', 'THUYẾT PHỤC', 'BÁN HÀNG', 'HỌC HỎI', 'KINH DOANH', 'THÁI ĐỘ LÀM VIỆC TÍCH CỰC', 'TINH THẦN TRÁCH NHIỆM', 'NHIỆT TÌNH', 'CHỦ ĐỘNG TRONG CÔNG VIỆC', 'DIRECT SALE', 'LÀM VIỆC TRỰC TIẾP VỚI KHÁCH HÀNG']",47.5,6000000.0,15000000.0,2,6,False,False,Không yêu cầu,31/12/2025,CÔNG TY TNHH ADSAGENCY VIỆT NAM,Marketing / Truyền thông / Quảng cáo,Nhân viên,Trung học phổ thông (Cấp 3) trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-adsagency-viet-nam/202622.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem-marketing-trueads/1970274.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:53:32,standard
Design Intern,"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",3,['HÀ NỘI'],['HỒ CHÍ MINH'],100.0,499.0,['TIẾNG VIỆT'],"['ADOBE ILLUSTRATOR', 'ADOBE PHOTOSHOP', 'FIGMA', 'VIDEO EDITING']",,"['CHĂM CHỈ', 'TINH THẦN CẦU TIẾN', 'CHỊU ĐƯỢC ÁP LỰC', 'LÀM VIỆC NHÓM', 'LÀM VIỆC ĐỘC LẬP']",47.5,1000000.0,1200000.0,2,6,False,False,Không yêu cầu,31/12/2025,CÔNG TY TNHH ADSAGENCY VIỆT NAM,Marketing / Truyền thông / Quảng cáo,Thực tập sinh,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-adsagency-viet-nam/201538.html,https://www.topcv.vn/viec-lam/design-intern/1970298.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:53:50,standard
Middle Tester,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE TESTING', 'QA ENGINEER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['WEB', 'MOBILE', 'SOFTWARE TESTING', 'SOFTWARE DEVELOPMENT PROCESSES', 'FUNCTIONAL TESTING', 'REGRESSION TESTING', 'EXPLORATORY TESTING', 'JIRA', 'POSTMAN', 'HUBSPOT', 'AUTOMATED TESTING']",['SQL'],"['COMMUNICATION', 'TEAMWORK', 'ENGLISH', 'DETAIL-ORIENTED', 'METICULOUS', 'ATTENTION TO DETAIL', 'LOGIC', 'TIME MANAGEMENT']",47.5,15000000.0,25000000.0,2,6,False,False,3 năm,31/12/2025,CÔNG TY TNHH DỊCH VỤ CÔNG NGHỆ THÔNG TIN ICTS,IT - Phần mềm,Trưởng nhóm,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-dich-vu-cong-nghe-thong-tin-icts/218424.html,https://www.topcv.vn/viec-lam/middle-tester/1970296.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:54:08,standard
Senior Unity Developer,"['CÔNG NGHỆ THÔNG TIN', 'GAME DEVELOPMENT', 'GAME DEVELOPER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['UNITY', 'RPG', 'PERFORMANCE', 'ASSET PIPELINE', 'ASYNC', 'BUILD AUTOMATION', 'SERVER', 'CLOUD', 'LEADERBOARD', 'LIVE OPS', 'ANTI-CHEAT', 'A/B TESTING', 'CODE REVIEW', 'MOBILE', 'UNITY ARCHITECTURE', 'DATA-DRIVEN PROGRAMMING', 'PERFORMANCE PROFILING', 'CPU', 'GPU', 'MEMORY MANAGEMENT', 'ADDRESSABLES', 'ASSET MANAGEMENT', 'UI TOOLKIT', 'UGUI', 'BACKEND', 'NODE.JS', '.NET', 'FIREBASE', 'PLAYFAB']","['TYPESCRIPT', 'GO', '.NET', 'NOSQL']","['TƯ DUY HỆ THỐNG', 'TƯ DUY GIẢI QUYẾT VẤN ĐỀ', 'KỸ NĂNG DẪN DẮT', 'NÂNG TẦM TEAM', 'TƯ DUY SẢN PHẨM', 'VẬN HÀNH', 'TỐI ƯU SẢN PHẨM']",42.5,,,2,6,False,False,5 năm,31/12/2025,Zitga studios,IT - Phần mềm,Trưởng nhóm,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/zitga-studios/7599.html,https://www.topcv.vn/viec-lam/senior-unity-developer/1970307.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:54:23,standard
Nhân Viên Thiết Kế,"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'PHIM VÀ TRUYỀN HÌNH/BÁO CHÍ/XUẤT BẢN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'PHIM VÀ TRUYỀN HÌNH', 'NGHỆ THUẬT/HOẠT HÌNH/GAME', 'ANIMATION DESIGN', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],"['ADOBE AFTER EFFECTS', 'ADOBE PREMIERE PRO', 'ADOBE PHOTOSHOP', 'ADOBE ILLUSTRATOR', 'CINEMA 4D', 'MOTION GRAPHIC', 'ANIMATION']",,"['LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'SÁNG TẠO', 'QUẢN LÝ THỜI GIAN', 'GIAO TIẾP', 'TINH THẦN TRÁCH NHIỆM', 'TỈ MỈ', 'CẨN THẬN', 'KIẾN THỨC VỀ MÀU SẮC, BỐ CỤC, TYPOGRAPHY']",49.0,10000000.0,15000000.0,2,6,True,False,2 năm,31/12/2025,Công ty CP Viva Star coffee,Bán lẻ - Hàng tiêu dùng - FMCG,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-cp-viva-star-coffee/110780.html,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke/1927946.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:55:33,standard
Nhân Viên Phát Triển Thị Trường,"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",2,"['ĐÀ NẴNG', 'THANH HÓA']",['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],,,"['THUYẾT TRÌNH', 'GIAO TIẾP', 'NGHIÊN CỨU THỊ TRƯỜNG', 'TÌM KIẾM KHÁCH HÀNG', 'CHĂM SÓC KHÁCH HÀNG', 'XÂY DỰNG THƯƠNG HIỆU CÁ NHÂN']",49.5,20000000.0,30000000.0,2,6,True,False,Không yêu cầu,31/12/2025,CÔNG TY CỔ PHẦN CÔNG NGHỆ KIOTVIET,IT - Phần mềm,Nhân viên,Trung học phổ thông (Cấp 3) trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-kiotviet/139081.html,https://www.topcv.vn/viec-lam/nhan-vien-phat-trien-thi-truong/1913323.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:55:53,standard
Nhân Viên Tư Vấn Phần Mềm,"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'SALES IT PHẦN MỀM KHÁC', 'VIỆC LÀM IT']",10,['CẦN THƠ'],['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],"['WEB', 'APP', 'WEB DESIGN', 'UX/UI', 'SEO']",['PHP'],"['TƯ VẤN KHÁCH HÀNG', 'LÀM VIỆC THEO NHÓM', 'GIAO TIẾP TỐT', 'VI TÍNH VĂN PHÒNG', 'TRÁCH NHIỆM', 'NGHIỆM THU VÀ HƯỚNG DẪN SỬ DỤNG']",49.0,6000000.0,10000000.0,2,6,True,False,Không yêu cầu,31/12/2025,CÔNG TY TNHH TM VÀ DV NINA,IT - Phần mềm,Nhân viên,Trung cấp trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-tm-va-dv-nina/6642.html,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-phan-mem/1969782.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:56:11,standard
Nhân Viên Đào Tạo Sản Phẩm & Kd Phần Mềm Pos,"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",5,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['POS', 'ERP', 'CRM']",,"['ĐÀO TẠO', 'HỖ TRỢ KHÁCH HÀNG', 'TƯ VẤN SẢN PHẨM', 'ĐÀM PHÁN', 'TRIỂN KHAI DỰ ÁN', 'HỖ TRỢ KỸ THUẬT', 'KINH DOANH PHẦN MỀM', 'KỸ NĂNG GIAO TIẾP', 'KỸ NĂNG THUYẾT TRÌNH', 'KỸ NĂNG GIẢI QUYẾT VẤN ĐỀ', 'KỸ NĂNG PHÂN TÍCH', 'TIN HỌC VĂN PHÒNG']",45.0,9000000.0,25000000.0,2,6,False,False,1 năm,31/12/2025,CÔNG TY CỔ PHẦN CÔNG NGHỆ SỐ NEMO,IT - Phần mềm,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-so-nemo/243697.html,https://www.topcv.vn/viec-lam/nhan-vien-dao-tao-san-pham-kd-phan-mem-pos/1970271.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:56:29,standard
Nhân Viên Kinh Doanh Phần Mềm Trueads,"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",4,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],,,"['KỸ NĂNG GIAO TIẾP', 'KỸ NĂNG ĐÀM PHÁN', 'KỸ NĂNG THUYẾT PHỤC', 'KỸ NĂNG BÁN HÀNG', 'HỌC HỎI CÁI MỚI', 'YÊU THÍCH KINH DOANH', 'KHÔNG NGẠI BỊ TỪ CHỐI', 'THÁI ĐỘ LÀM VIỆC TÍCH CỰC', 'TINH THẦN TRÁCH NHIỆM', 'NHIỆT TÌNH', 'CHỦ ĐỘNG TRONG CÔNG VIỆC', 'DIRECT SALE']",47.5,6000000.0,15000000.0,2,6,False,False,Không yêu cầu,31/12/2025,CÔNG TY TNHH ADSAGENCY VIỆT NAM,Marketing / Truyền thông / Quảng cáo,Nhân viên,Trung học phổ thông (Cấp 3) trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-adsagency-viet-nam/99349.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem-trueads/1970260.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:56:44,standard
Sale Admin,"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['IT', 'AI', 'WORD', 'EXCEL', 'POWERPOINT']",,"['KỸ NĂNG GIAO TIẾP', 'XÂY DỰNG MỐI QUAN HỆ', 'KỸ NĂNG VĂN PHÒNG', 'KỸ NĂNG QUẢN LÝ THỜI GIAN', 'KỸ NĂNG HÀNH CHÍNH VĂN PHÒNG', 'KỸ NĂNG SỬ DỤNG PHẦN MỀM VĂN PHÒNG', 'KỸ NĂNG TỔ CHỨC VÀ SẮP XẾP CÔNG VIỆC']",45.0,10000000.0,20000000.0,2,6,False,False,2 năm,31/12/2025,Công ty cổ phần Công nghệ Proton,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-proton/155592.html,https://www.topcv.vn/viec-lam/sale-admin/1818242.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:57:02,standard
Graphic Designer,"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['INDESIGN', 'ILLUSTRATOR', 'DREAMWEAVER', 'PHOTOSHOP', 'ADOBE PHOTOSHOP', 'ADOBE ILLUSTRATOR']",,"['THIẾT KẾ ĐỒ HỌA', 'TƯ DUY SÁNG TẠO', 'BỐ CỤC']",54.0,10000000.0,14000000.0,2,6,True,False,1 năm,31/01/2026,CÔNG TY CỔ PHẦN ERICAPE,Thời trang,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-ericape/212429.html,https://www.topcv.vn/viec-lam/graphic-designer/1932821.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:57:17,standard
Nhân Viên Tư Vấn Marketing Phần Mềm Website,"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH DOMAIN/HOSTING/SERVER', 'VIỆC LÀM IT']",19,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],100.0,499.0,['TIẾNG VIỆT'],"['WEBSITE', 'HOSTING', 'DOMAIN', 'APP', 'AI', 'WORD', 'EXCEL', 'CHATGPT', 'CANVA', 'PHOTOSHOP']",,"['KỸ NĂNG TƯ VẤN', 'KIẾN THỨC VỀ MARKETING', 'KIẾN THỨC VỀ PHẦN MỀM VÀ WEBSITE', 'TIN HỌC VĂN PHÒNG', 'KỸ NĂNG GIAO TIẾP', 'KỸ NĂNG LÀM VIỆC NHÓM']",54.0,8000000.0,18000000.0,2,6,True,False,Không yêu cầu,31/12/2025,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,IT - Phần mềm,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-phan-mem-nasani/235224.html,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-marketing-phan-mem-website/1953007.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:57:35,standard
Thực Tập Sinh Design,"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",3,"['HÀ NỘI', 'HỒ CHÍ MINH']",['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],"['ADOBE ILLUSTRATOR', 'PHOTOSHOP', 'FIGMA']",,"['LẬP KẾ HOẠCH THIẾT KẾ', 'QUẢN LÝ WEBSITE', 'CHỈNH SỬA VIDEO', 'LÀM VIỆC NHÓM', 'LÀM VIỆC ĐỘC LẬP', 'CHĂM CHỈ', 'TINH THẦN CẦU TIẾN', 'CHỊU ĐƯỢC ÁP LỰC']",47.5,1000000.0,1200000.0,2,6,False,False,Không yêu cầu,31/12/2025,CÔNG TY TNHH ADSAGENCY VIỆT NAM,Marketing / Truyền thông / Quảng cáo,Thực tập sinh,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-adsagency-viet-nam/99349.html,https://www.topcv.vn/viec-lam/thuc-tap-sinh-design/1970206.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:57:53,standard
Sales B2b/ Business Consultant,"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],,,"['TƯ VẤN B2B', 'GIAO TIẾP', 'ĐÀM PHÁN', 'THUYẾT TRÌNH', 'XÂY DỰNG MỐI QUAN HỆ', 'BÁN HÀNG', 'PHÂN TÍCH NHU CẦU']",52.25,25000000.0,70000000.0,2,6,True,False,4 năm,31/01/2026,CÔNG TY CỔ PHẦN CÔNG NGHỆ GIÁO DỤC GITIHO VIỆT NAM,Giáo dục / Đào tạo,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-giao-duc-gitiho-viet-nam/33983.html,https://www.topcv.vn/viec-lam/sales-b2b-business-consultant/1839390.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:58:10,standard
Mobile Developer,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'MOBILE DEVELOPER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['MOBILE', 'IOS', 'ANDROID', 'CLEAN ARCHITECTURE', 'MVVM', 'MVI', 'SOLID', 'KISS', 'DRY', 'GDPR', 'COMPOSE MULTIPLATFORM', 'BASELINE PROFILES', 'AI-ASSISTED CODING', 'AI', 'CI/CD', 'GRADLE', 'PLAY INTEGRITY', 'REACT NATIVE', 'FLUTTER', 'TORCH MOBILE', 'ONNX', 'ML KIT', 'CORE ML', 'TENSORFLOW', 'RESTFUL', 'GRAPHQL', 'JSON', 'ROOM', 'DATASTORE', 'PREFERENCES', 'GIT', 'GITHUB ACTIONS', 'BITRISE', 'JENKINS', 'FASTLANE', 'OOP']","['JAVA', 'KOTLIN', 'SWIFT', 'OBJECTIVE-C', 'C#', 'SQL']","['THIẾT KẾ KIẾN TRÚC ỨNG DỤNG', 'XỬ LÝ SỰ CỐ', 'HƯỚNG DẪN JUNIOR DEVELOPER', 'TƯ DUY LOGIC', 'PHÂN TÍCH & GIẢI QUYẾT VẤN ĐỀ', 'CHỦ ĐỘNG HỌC HỎI CÔNG NGHỆ MỚI', 'ĐỌC HIỂU TÀI LIỆU KỸ THUẬT BẰNG TIẾNG ANH', 'LẬP TRÌNH HƯỚNG ĐỐI TƯỢNG (OOP)', 'CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT', 'LÀM VIỆC VỚI RESTFUL APIS VÀ JSON']",47.5,25000000.0,40000000.0,2,6,False,False,3 năm,31/12/2025,CÔNG TY CỔ PHẦN CMC OPENAI,IT - Phần mềm,Trưởng nhóm,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cmc-openai/239443.html,https://www.topcv.vn/viec-lam/mobile-developer/1926661.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:58:27,standard
Business Analyst,"['CÔNG NGHỆ THÔNG TIN', 'PRODUCT MANAGEMENT', 'BUSINESS ANALYST (PHÂN TÍCH NGHIỆP VỤ)', 'VIỆC LÀM IT']",4,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['AGILE', 'SCRUM']",['SQL'],"['BUSINESS ANALYSIS', 'REPORTING', 'DOCUMENTATION', 'USER TESTING', 'RESEARCH', 'DATA VISUALIZATION', 'FORECASTING', 'STAKEHOLDER MANAGEMENT', 'COMMUNICATION', 'PROCESS IMPROVEMENT', 'GAP ANALYSIS', 'SWOT ANALYSIS', 'COMPETITIVE ANALYSIS', 'PROJECT MANAGEMENT', 'RISK IDENTIFICATION', 'DATA MODELING', 'REQUIREMENTS MANAGEMENT', 'REQUIREMENTS GATHERING AND ANALYSIS', 'TECHNICAL WRITING']",47.5,,34000000.0,2,6,False,False,3 năm,31/01/2026,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,IT - Phần mềm,Trưởng nhóm,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-alphaway/201267.html,https://www.topcv.vn/viec-lam/business-analyst/1718524.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:58:42,standard
